usr1,grp315
usr4901,grp906
usr4901,z,loc2795
usr4902,grp289
usr4903,grp660
usr4903,z,loc4371
usr4904,grp445
usr4904,x,loc3054
usr4905,grp352
usr4905,y,loc1034
usr4906,grp251
usr4906,x,loc4358
usr4907,grp208
usr4908,grp962
usr4909,grp884
usr4910,grp800
usr4911,grp862
usr4911,z,loc2713
usr4912,grp164
usr4912,z,loc2565
usr4913,grp410
usr4913,x,loc3515
usr4914,grp961
usr4915,grp679
usr4915,x,loc1579
usr4916,grp720
usr4917,grp221
usr4918,grp998
usr4919,grp726
usr4920,grp256
usr4921,grp516
usr4922,grp905
usr4923,grp910
usr4924,grp798
usr4924,y,loc1584
usr4925,grp995
usr4925,z,loc1284
usr4926,grp27
usr4926,y,loc2747
usr4927,grp101
usr4928,grp170
usr4928,z,loc2250
usr4929,grp691
usr4930,grp410
usr4930,z,loc3701
usr4931,grp109
usr4932,grp767
usr4932,z,loc1933
usr4933,grp490
usr4934,grp692
usr4935,grp627
usr4935,z,loc1887
usr4936,grp994
usr4936,x,loc1833
usr4937,grp849
usr4937,x,loc1968
usr4938,grp897
usr4939,grp614
usr4939,x,loc2564
usr4940,grp872
usr4940,y,loc2398
usr4941,grp691
usr4942,grp543
usr4943,grp713
usr4943,x,loc3860
usr4944,grp831
usr4945,grp826
usr4946,grp627
usr4946,y,loc3624
usr4947,grp264
usr4948,grp472
usr4948,z,loc3143
usr4949,grp905
usr4949,y,loc863
usr4950,grp555
usr4951,grp584
usr4951,x,loc4667
usr4952,grp440
usr4952,z,loc4903
usr4953,grp65
usr4953,z,loc1916
usr4954,grp112
usr4954,y,loc4439
usr4955,grp944
usr4955,y,loc2186
usr4956,grp141
usr4956,x,loc2672
usr4957,grp235
usr4958,grp750
usr4959,grp423
usr4959,x,loc3185
usr4960,grp194
usr4960,x,loc3853
usr4961,grp428
usr4961,x,loc781
usr4962,grp296
usr4962,y,loc1226
usr4963,grp444
usr4963,z,loc1927
usr4964,grp296
usr4964,z,loc558
usr4965,grp26
usr4965,y,loc1549
usr4966,grp660
usr4967,grp135
usr4968,grp42
usr4969,grp508
usr4969,z,loc1815
usr4970,grp422
usr4971,grp979
usr4972,grp41
usr4973,grp550
usr4973,x,loc561
usr4974,grp435
usr4975,grp140
usr4976,grp999
usr4977,grp662
usr4978,grp931
usr4978,z,loc2630
usr4979,grp144
usr4979,x,loc4787
usr4980,grp478
usr4980,z,loc1680
usr4981,grp732
usr4982,grp249
usr4982,y,loc153
usr4983,grp153
usr4984,grp968
usr4984,z,loc249
usr4985,grp320
usr4985,z,loc4822
usr4986,grp502
usr4987,grp676
usr4988,grp515
usr4989,grp31
usr4990,grp54
usr4990,z,loc1707
usr4991,grp955
usr4992,grp723
usr4992,x,loc3256
usr4993,grp311
usr4994,grp792
usr4994,z,loc1912
usr4995,grp338
usr4995,y,loc4448
usr4996,grp139
usr4997,grp675
usr4997,x,loc673
usr4998,grp181
usr4999,grp328
usr4999,z,loc2916
usr5000,grp824
usr5001,grp294
usr5002,grp191
usr5003,grp464
usr5003,x,loc661
usr5004,grp833
usr5005,grp29
usr5006,grp193
usr5007,grp993
usr5008,grp125
usr5009,grp173
usr5009,x,loc3877
usr5010,grp914
usr5010,z,loc1190
usr5011,grp306
usr5012,grp101
usr5012,z,loc4046
usr5013,grp658
usr5014,grp948
usr5014,x,loc3462
usr5015,grp898
usr5016,grp808
usr5016,z,loc3875
usr5017,grp703
usr5017,z,loc1150
usr5018,grp371
usr5019,grp619
usr5020,grp961
usr5020,x,loc4856
usr5021,grp397
usr5021,y,loc3262
usr5022,grp158
usr5023,grp387
usr5023,y,loc3691
usr5024,grp842
usr5025,grp803
usr5026,grp176
usr5027,grp470
usr5027,y,loc3052
usr5028,grp403
usr5028,y,loc583
usr5029,grp916
usr5029,y,loc959
usr5030,grp60
usr5030,x,loc2901
usr5031,grp260
usr5032,grp133
usr5032,z,loc2742
usr5033,grp838
usr5034,grp208
usr5034,y,loc3246
usr5035,grp846
usr5035,x,loc4849
usr5036,grp26
usr5037,grp385
usr5038,grp310
usr5039,grp63
usr5040,grp227
usr5040,z,loc2369
usr5041,grp24
usr5042,grp8
usr5043,grp372
usr5044,grp716
usr5045,grp986
usr5046,grp761
usr5047,grp836
usr5048,grp354
usr5049,grp146
usr5050,grp618
usr5051,grp628
usr5051,y,loc3788
usr5052,grp497
usr5052,y,loc4263
usr5053,grp625
usr5053,y,loc4762
usr5054,grp845
usr5054,y,loc1634
usr5055,grp804
usr5055,z,loc4460
usr5056,grp969
usr5056,x,loc875
usr5057,grp332
usr5057,x,loc3710
usr5058,grp161
usr5058,z,loc3484
usr5059,grp604
usr5059,y,loc611
usr5060,grp353
usr5061,grp202
usr5061,y,loc4291
usr5062,grp767
usr5063,grp310
usr5063,x,loc3214
usr5064,grp11
usr5064,z,loc228
usr5065,grp613
usr5065,y,loc608
usr5066,grp426
usr5066,x,loc740
usr5067,grp399
usr5068,grp910
usr5069,grp936
usr5070,grp153
usr5070,x,loc504
usr5071,grp434
usr5072,grp243
usr5072,y,loc4174
usr5073,grp572
usr5073,x,loc3597
usr5074,grp433
usr5075,grp303
usr5075,y,loc589
usr5076,grp905
usr5077,grp396
usr5077,y,loc3908
usr5078,grp111
usr5078,y,loc1301
usr5079,grp984
usr5079,x,loc3301
usr5080,grp501
usr5081,grp608
usr5082,grp248
usr5082,z,loc756
usr5083,grp968
usr5084,grp847
usr5084,y,loc1690
usr5085,grp25
usr5085,x,loc1449
usr5086,grp413
usr5086,z,loc2238
usr5087,grp573
usr5087,x,loc1572
usr5088,grp508
usr5088,y,loc2165
usr5089,grp137
usr5089,z,loc4277
usr5090,grp802
usr5090,z,loc2401
usr5091,grp354
usr5092,grp96
usr5092,z,loc4775
usr5093,grp970
usr5094,grp930
usr5095,grp857
usr5096,grp105
usr5096,y,loc3292
usr5097,grp6
usr5098,grp619
usr5098,z,loc225
usr5099,grp693
usr5100,grp464
usr5100,z,loc3956
usr5101,grp981
usr5102,grp675
usr5103,grp109
usr5104,grp128
usr5104,z,loc3332
usr5105,grp815
usr5105,z,loc772
usr5106,grp54
usr5106,y,loc4010
usr5107,grp556
usr5108,grp387
usr5108,y,loc2629
usr5109,grp751
usr5110,grp27
usr5110,z,loc2726
usr5111,grp412
usr5111,y,loc2245
usr5112,grp351
usr5113,grp466
usr5113,y,loc4343
usr5114,grp944
usr5115,grp287
usr5116,grp726
usr5117,grp273
usr5117,z,loc431
usr5118,grp86
usr5118,y,loc1335
usr5119,grp799
usr5120,grp513
usr5121,grp628
usr5122,grp958
usr5122,z,loc252
usr5123,grp263
usr5124,grp204
usr5125,grp246
usr5126,grp185
usr5126,x,loc3733
usr5127,grp541
usr5128,grp741
usr5128,z,loc3704
usr5129,grp192
usr5129,z,loc4303
usr5130,grp838
usr5130,z,loc468
usr5131,grp641
usr5131,y,loc694
usr5132,grp183
usr5132,y,loc2302
usr5133,grp595
usr5133,z,loc4668
usr5134,grp179
usr5135,grp844
usr5136,grp687
usr5137,grp583
usr5137,z,loc2120
usr5138,grp543
usr5138,x,loc669
usr5139,grp574
usr5139,x,loc768
usr5140,grp238
usr5141,grp727
usr5141,x,loc3963
usr5142,grp926
usr5142,z,loc306
usr5143,grp423
usr5143,y,loc1548
usr5144,grp579
usr5144,x,loc1719
usr5145,grp20
usr5146,grp620
usr5146,z,loc36
usr5147,grp672
usr5148,grp752
usr5149,grp824
usr5150,grp796
usr5151,grp587
usr5152,grp625
usr5153,grp752
usr5153,y,loc512
usr5154,grp983
usr5155,grp156
usr5156,grp834
usr5157,grp279
usr5157,y,loc2919
usr5158,grp741
usr5158,y,loc720
usr5159,grp619
usr5159,z,loc1132
usr5160,grp914
usr5161,grp283
usr5162,grp890
usr5163,grp283
usr5163,x,loc4177
usr5164,grp279
usr5165,grp878
usr5165,z,loc4294
usr5166,grp240
usr5166,x,loc381
usr5167,grp811
usr5168,grp567
usr5168,y,loc4476
usr5169,grp394
usr5170,grp117
usr5171,grp977
usr5172,grp561
usr5173,grp354
usr5174,grp466
usr5175,grp862
usr5175,y,loc3228
usr5176,grp686
usr5177,grp736
usr5178,grp479
usr5178,x,loc944
usr5179,grp13
usr5180,grp832
usr5181,grp448
usr5181,x,loc3241
usr5182,grp237
usr5183,grp510
usr5184,grp837
usr5184,z,loc3357
usr5185,grp395
usr5186,grp614
usr5186,x,loc1173
usr5187,grp790
usr5187,x,loc1473
usr5188,grp396
usr5188,y,loc3019
usr5189,grp78
usr5189,x,loc2193
usr5190,grp813
usr5191,grp532
usr5192,grp250
usr5193,grp740
usr5194,grp979
usr5194,z,loc4801
usr5195,grp127
usr5196,grp126
usr5197,grp166
usr5198,grp542
usr5198,y,loc2857
usr5199,grp744
usr5200,grp31
usr5201,grp818
usr5201,x,loc3255
usr5202,grp477
usr5203,grp963
usr5204,grp915
usr5204,y,loc4342
usr5205,grp165
usr5206,grp717
usr5206,y,loc1695
usr5207,grp366
usr5208,grp300
usr5208,z,loc2014
usr5209,grp36
usr5210,grp693
usr5210,x,loc3751
usr5211,grp915
usr5212,grp165
usr5212,z,loc1429
usr5213,grp555
usr5214,grp410
usr5215,grp232
usr5215,x,loc2296
usr5216,grp344
usr5216,x,loc4413
usr5217,grp111
usr5217,x,loc4164
usr5218,grp613
usr5218,x,loc85
usr5219,grp842
usr5219,z,loc1353
usr5220,grp580
usr5221,grp795
usr5222,grp790
usr5222,y,loc3470
usr5223,grp987
usr5224,grp636
usr5225,grp731
usr5226,grp196
usr5226,z,loc4948
usr5227,grp546
usr5227,y,loc3172
usr5228,grp540
usr5228,z,loc405
usr5229,grp630
usr5230,grp744
usr5231,grp656
usr5231,x,loc4356
usr5232,grp503
usr5233,grp319
usr5233,z,loc4000
usr5234,grp26
usr5235,grp154
usr5235,y,loc648
usr5236,grp725
usr5236,z,loc3467
usr5237,grp521
usr5238,grp616
usr5238,z,loc3716
usr5239,grp418
usr5240,grp181
usr5241,grp718
usr5242,grp730
usr5243,grp262
usr5244,grp831
usr5244,y,loc4829
usr5245,grp934
usr5245,x,loc3441
usr5246,grp440
usr5246,y,loc1965
usr5247,grp56
usr5248,grp130
usr5248,x,loc2151
usr5249,grp810
usr5249,x,loc2351
usr5250,grp767
usr5250,x,loc599
usr5251,grp621
usr5252,grp543
usr5253,grp261
usr5253,y,loc2565
usr5254,grp167
usr5254,y,loc265
usr5255,grp363
usr5255,x,loc3200
usr5256,grp512
usr5256,y,loc2485
usr5257,grp830
usr5257,z,loc3018
usr5258,grp447
usr5259,grp149
usr5259,y,loc2025
usr5260,grp736
usr5261,grp146
usr5261,x,loc1437
usr5262,grp553
usr5263,grp248
usr5263,z,loc468
usr5264,grp253
usr5265,grp213
usr5265,y,loc4275
usr5266,grp991
usr5267,grp877
usr5267,x,loc2539
usr5268,grp919
usr5269,grp646
usr5269,z,loc154
usr5270,grp673
usr5271,grp546
usr5271,x,loc3265
usr5272,grp961
usr5272,z,loc625
usr5273,grp15
usr5274,grp402
usr5274,y,loc4170
usr5275,grp102
usr5276,grp647
usr5277,grp91
usr5278,grp696
usr5278,z,loc2335
usr5279,grp22
usr5280,grp737
usr5280,z,loc677
usr5281,grp719
usr5281,y,loc115
usr5282,grp407
usr5282,y,loc2351
usr5283,grp193
usr5284,grp242
usr5284,y,loc1890
usr5285,grp101
usr5286,grp320
usr5287,grp589
usr5287,x,loc4319
usr5288,grp647
usr5288,y,loc2161
usr5289,grp48
usr5290,grp898
usr5290,z,loc718
usr5291,grp625
usr5291,x,loc1618
usr5292,grp699
usr5293,grp37
usr5294,grp613
usr5294,x,loc944
usr5295,grp576
usr5296,grp80
usr5297,grp932
usr5297,x,loc4584
usr5298,grp962
usr5299,grp798
usr5300,grp292
usr5301,grp239
usr5301,x,loc102
usr5302,grp530
usr5302,y,loc664
usr5303,grp660
usr5304,grp365
usr5305,grp900
usr5305,x,loc4101
usr5306,grp878
usr5306,x,loc208
usr5307,grp49
usr5307,z,loc2011
usr5308,grp251
usr5309,grp993
usr5309,y,loc287
usr5310,grp150
usr5311,grp531
usr5311,z,loc1398
usr5312,grp639
usr5312,x,loc2218
usr5313,grp409
usr5314,grp197
usr5314,x,loc4333
usr5315,grp686
usr5316,grp843
usr5316,y,loc3370
usr5317,grp158
usr5317,z,loc323
usr5318,grp41
usr5318,y,loc4705
usr5319,grp401
usr5320,grp633
usr5321,grp295
usr5322,grp623
usr5323,grp719
usr5324,grp113
usr5324,x,loc1535
usr5325,grp748
usr5326,grp846
usr5327,grp46
usr5328,grp868
usr5329,grp183
usr5329,y,loc3385
usr5330,grp31
usr5331,grp241
usr5332,grp940
usr5332,x,loc1144
usr5333,grp591
usr5334,grp333
usr5334,z,loc2057
usr5335,grp317
usr5335,x,loc3274
usr5336,grp137
usr5336,x,loc4016
usr5337,grp974
usr5337,x,loc2241
usr5338,grp671
usr5338,z,loc3320
usr5339,grp936
usr5339,x,loc3723
usr5340,grp124
usr5341,grp357
usr5341,y,loc2697
usr5342,grp173
usr5342,x,loc800
usr5343,grp729
usr5344,grp824
usr5345,grp737
usr5346,grp514
usr5347,grp432
usr5348,grp809
usr5348,x,loc1729
usr5349,grp357
usr5350,grp713
usr5350,y,loc4911
usr5351,grp628
usr5352,grp977
usr5352,z,loc3948
usr5353,grp828
usr5353,z,loc3112
usr5354,grp298
usr5354,y,loc333
usr5355,grp500
usr5356,grp938
usr5357,grp842
usr5358,grp980
usr5358,z,loc4126
usr5359,grp90
usr5360,grp39
usr5360,z,loc790
usr5361,grp616
usr5361,x,loc2693
usr5362,grp790
usr5362,x,loc85
usr5363,grp61
usr5363,x,loc1483
usr5364,grp416
usr5365,grp877
usr5366,grp752
usr5367,grp749
usr5368,grp418
usr5369,grp720
usr5369,y,loc3977
usr5370,grp961
usr5370,z,loc2322
usr5371,grp387
usr5372,grp889
usr5372,z,loc3379
usr5373,grp184
usr5373,y,loc1456
usr5374,grp146
usr5374,y,loc2993
usr5375,grp926
usr5375,z,loc2235
usr5376,grp656
usr5377,grp855
usr5377,x,loc937
usr5378,grp443
usr5378,y,loc2691
usr5379,grp159
usr5379,x,loc1063
usr5380,grp263
usr5380,x,loc2609
usr5381,grp4
usr5381,y,loc1391
usr5382,grp690
usr5383,grp30
usr5384,grp914
usr5384,y,loc1166
usr5385,grp130
usr5385,z,loc4644
usr5386,grp528
usr5386,x,loc710
usr5387,grp626
usr5388,grp257
usr5389,grp307
usr5390,grp252
usr5390,x,loc4225
usr5391,grp998
usr5391,x,loc1454
usr5392,grp680
usr5393,grp630
usr5394,grp598
usr5394,y,loc1663
usr5395,grp156
usr5395,x,loc1548
usr5396,grp961
usr5397,grp792
usr5397,x,loc4978
usr5398,grp632
usr5398,z,loc2733
usr5399,grp483
usr5400,grp798
usr5401,grp930
usr5402,grp376
usr5403,grp630
usr5403,x,loc4781
usr5404,grp129
usr5404,z,loc1584
usr5405,grp85
usr5406,grp731
usr5406,y,loc1209
usr5407,grp78
usr5407,z,loc1466
usr5408,grp475
usr5409,grp151
usr5409,y,loc1224
usr5410,grp699
usr5410,x,loc4660
usr5411,grp47
usr5411,z,loc4550
usr5412,grp720
usr5412,x,loc53
usr5413,grp662
usr5414,grp539
usr5414,z,loc4349
usr5415,grp145
usr5416,grp56
usr5416,x,loc135
usr5417,grp678
usr5417,z,loc1797
usr5418,grp902
usr5419,grp192
usr5420,grp630
usr5421,grp382
usr5422,grp506
usr5422,x,loc3649
usr5423,grp427
usr5424,grp473
usr5424,x,loc1302
usr5425,grp532
usr5426,grp959
usr5427,grp12
usr5427,y,loc1931
usr5428,grp997
usr5428,x,loc220
usr5429,grp197
usr5430,grp571
usr5430,x,loc2746
usr5431,grp588
usr5432,grp17
usr5433,grp259
usr5433,x,loc1647
usr5434,grp562
usr5435,grp954
usr5436,grp146
usr5436,x,loc988
usr5437,grp913
usr5437,x,loc2930
usr5438,grp747
usr5438,z,loc2099
usr5439,grp742
usr5440,grp805
usr5441,grp18
usr5441,y,loc593
usr5442,grp754
usr5442,y,loc3705
usr5443,grp390
usr5444,grp526
usr5445,grp24
usr5446,grp690
usr5446,z,loc4773
usr5447,grp65
usr5448,grp722
usr5449,grp850
usr5450,grp311
usr5450,y,loc615
usr5451,grp646
usr5452,grp52
usr5452,z,loc1744
usr5453,grp677
usr5453,y,loc2361
usr5454,grp929
usr5454,y,loc1910
usr5455,grp332
usr5455,y,loc2600
usr5456,grp852
usr5457,grp279
usr5458,grp76
usr5459,grp591
usr5459,z,loc298
usr5460,grp278
usr5461,grp524
usr5462,grp796
usr5463,grp447
usr5463,y,loc913
usr5464,grp877
usr5464,z,loc455
usr5465,grp618
usr5466,grp86
usr5467,grp808
usr5467,y,loc3124
usr5468,grp865
usr5469,grp242
usr5470,grp544
usr5470,z,loc4944
usr5471,grp494
usr5471,y,loc4961
usr5472,grp422
usr5472,x,loc4510
usr5473,grp941
usr5473,x,loc2952
usr5474,grp458
usr5474,x,loc89
usr5475,grp2
usr5476,grp305
usr5476,z,loc2063
usr5477,grp767
usr5478,grp844
usr5478,x,loc1169
usr5479,grp489
usr5479,y,loc3693
usr5480,grp960
usr5481,grp664
usr5482,grp647
usr5483,grp516
usr5483,y,loc2069
usr5484,grp599
usr5484,y,loc2327
usr5485,grp168
usr5485,y,loc3323
usr5486,grp481
usr5486,y,loc1057
usr5487,grp432
usr5487,x,loc3509
usr5488,grp38
usr5489,grp780
usr5490,grp893
usr5491,grp650
usr5492,grp108
usr5492,z,loc2209
usr5493,grp520
usr5493,z,loc557
usr5494,grp919
usr5495,grp415
usr5495,z,loc2636
usr5496,grp268
usr5497,grp986
usr5497,x,loc4870
usr5498,grp884
usr5499,grp920
usr5499,x,loc1710
usr5500,grp589
usr5500,y,loc4873
usr5501,grp313
usr5501,x,loc777
usr5502,grp733
usr5503,grp720
usr5504,grp543
usr5505,grp187
usr5505,z,loc1004
usr5506,grp227
usr5506,y,loc1887
usr5507,grp129
usr5507,z,loc547
usr5508,grp640
usr5508,x,loc1447
usr5509,grp548
usr5510,grp112
usr5510,z,loc1478
usr5511,grp259
usr5512,grp530
usr5513,grp848
usr5513,z,loc3445
usr5514,grp446
usr5514,z,loc1947
usr5515,grp79
usr5515,z,loc3902
usr5516,grp445
usr5517,grp160
usr5517,z,loc448
usr5518,grp333
usr5519,grp851
usr5520,grp794
usr5520,y,loc4048
usr5521,grp56
usr5522,grp858
usr5522,z,loc4196
usr5523,grp599
usr5523,y,loc743
usr5524,grp8
usr5524,y,loc243
usr5525,grp54
usr5525,y,loc3899
usr5526,grp511
usr5527,grp532
usr5528,grp455
usr5529,grp4
usr5530,grp59
usr5530,y,loc3489
usr5531,grp193
usr5532,grp918
usr5533,grp277
usr5534,grp506
usr5535,grp29
usr5535,z,loc581
usr5536,grp242
usr5536,x,loc6
usr5537,grp491
usr5537,z,loc3169
usr5538,grp708
usr5539,grp407
usr5539,z,loc847
usr5540,grp645
usr5541,grp964
usr5541,z,loc515
usr5542,grp144
usr5543,grp636
usr5543,y,loc2979
usr5544,grp234
usr5544,x,loc2257
usr5545,grp273
usr5545,z,loc4140
usr5546,grp374
usr5546,y,loc2734
usr5547,grp886
usr5547,z,loc318
usr5548,grp418
usr5549,grp516
usr5549,z,loc944
usr5550,grp548
usr5551,grp964
usr5551,z,loc4842
usr5552,grp368
usr5552,y,loc3098
usr5553,grp614
usr5553,x,loc3420
usr5554,grp996
usr5554,z,loc3239
usr5555,grp322
usr5556,grp977
usr5556,y,loc2757
usr5557,grp478
usr5558,grp676
usr5558,y,loc3317
usr5559,grp518
usr5559,z,loc432
usr5560,grp623
usr5561,grp784
usr5561,x,loc4884
usr5562,grp748
usr5562,x,loc1947
usr5563,grp604
usr5563,y,loc4083
usr5564,grp910
usr5564,x,loc1318
usr5565,grp520
usr5565,y,loc3790
usr5566,grp291
usr5567,grp29
usr5568,grp521
usr5568,z,loc4528
usr5569,grp35
usr5570,grp502
usr5571,grp454
usr5572,grp620
usr5572,x,loc1373
usr5573,grp518
usr5574,grp480
usr5575,grp124
usr5575,y,loc2602
usr5576,grp555
usr5576,z,loc1011
usr5577,grp72
usr5577,x,loc4391
usr5578,grp568
usr5578,y,loc468
usr5579,grp102
usr5580,grp538
usr5580,x,loc2326
usr5581,grp43
usr5581,z,loc2609
usr5582,grp706
usr5583,grp417
usr5583,y,loc4978
usr5584,grp591
usr5584,z,loc4440
usr5585,grp323
usr5585,x,loc1637
usr5586,grp932
usr5586,z,loc2566
usr5587,grp393
usr5587,y,loc424
usr5588,grp910
usr5589,grp38
usr5590,grp582
usr5590,y,loc1708
usr5591,grp83
usr5591,x,loc3489
usr5592,grp238
usr5592,x,loc1391
usr5593,grp69
usr5593,x,loc162
usr5594,grp403
usr5595,grp612
usr5596,grp430
usr5597,grp123
usr5598,grp615
usr5598,x,loc427
usr5599,grp274
usr5600,grp487
usr5601,grp705
usr5602,grp564
usr5603,grp177
usr5603,y,loc1452
usr5604,grp307
usr5605,grp770
usr5605,x,loc3515
usr5606,grp285
usr5607,grp42
usr5608,grp489
usr5609,grp557
usr5609,z,loc2308
usr5610,grp615
usr5610,y,loc3085
usr5611,grp941
usr5611,z,loc4301
usr5612,grp286
usr5612,z,loc4020
usr5613,grp320
usr5614,grp920
usr5614,y,loc3182
usr5615,grp939
usr5616,grp847
usr5616,x,loc3338
usr5617,grp240
usr5617,z,loc411
usr5618,grp292
usr5619,grp87
usr5619,y,loc1196
usr5620,grp870
usr5620,z,loc2989
usr5621,grp155
usr5621,z,loc1741
usr5622,grp822
usr5623,grp491
usr5623,z,loc4813
usr5624,grp590
usr5624,x,loc3944
usr5625,grp124
usr5625,x,loc1869
usr5626,grp451
usr5627,grp8
usr5628,grp323
usr5629,grp460
usr5629,x,loc1854
usr5630,grp985
usr5630,x,loc2347
usr5631,grp433
usr5632,grp714
usr5632,z,loc2516
usr5633,grp334
usr5633,y,loc3641
usr5634,grp715
usr5635,grp290
usr5635,z,loc4180
usr5636,grp978
usr5636,y,loc2196
usr5637,grp56
usr5637,x,loc925
usr5638,grp296
usr5638,y,loc219
usr5639,grp891
usr5640,grp238
usr5641,grp388
usr5641,y,loc3500
usr5642,grp895
usr5643,grp270
usr5644,grp589
usr5645,grp923
usr5645,y,loc4937
usr5646,grp882
usr5646,z,loc2952
usr5647,grp907
usr5648,grp339
usr5648,z,loc906
usr5649,grp862
usr5649,x,loc385
usr5650,grp746
usr5651,grp299
usr5651,z,loc3990
usr5652,grp260
usr5653,grp43
usr5653,z,loc4807
usr5654,grp557
usr5655,grp853
usr5656,grp792
usr5656,y,loc2597
usr5657,grp918
usr5658,grp81
usr5658,y,loc2315
usr5659,grp61
usr5660,grp106
usr5660,z,loc2731
usr5661,grp263
usr5662,grp971
usr5662,x,loc4942
usr5663,grp186
usr5664,grp254
usr5664,x,loc2399
usr5665,grp462
usr5666,grp308
usr5667,grp880
usr5667,y,loc417
usr5668,grp205
usr5669,grp271
usr5670,grp609
usr5670,z,loc4672
usr5671,grp779
usr5672,grp447
usr5673,grp368
usr5674,grp462
usr5674,z,loc4446
usr5675,grp893
usr5675,z,loc656
usr5676,grp571
usr5676,z,loc1392
usr5677,grp137
usr5677,x,loc1505
usr5678,grp132
usr5679,grp624
usr5679,y,loc2914
usr5680,grp987
usr5681,grp114
usr5682,grp802
usr5682,y,loc3331
usr5683,grp94
usr5684,grp737
usr5685,grp949
usr5685,x,loc4385
usr5686,grp541
usr5687,grp110
usr5688,grp624
usr5688,y,loc781
usr5689,grp506
usr5689,x,loc2055
usr5690,grp739
usr5690,x,loc2677
usr5691,grp311
usr5692,grp977
usr5692,z,loc1928
usr5693,grp418
usr5694,grp729
usr5694,z,loc2270
usr5695,grp380
usr5695,y,loc876
usr5696,grp596
usr5697,grp515
usr5698,grp264
usr5698,y,loc4912
usr5699,grp974
usr5700,grp89
usr5700,y,loc4183
usr5701,grp818
usr5702,grp434
usr5703,grp526
usr5704,grp382
usr5705,grp425
usr5706,grp221
usr5706,x,loc4728
usr5707,grp328
usr5708,grp175
usr5709,grp347
usr5709,z,loc1037
usr5710,grp342
usr5711,grp658
usr5711,z,loc4780
usr5712,grp205
usr5712,y,loc2001
usr5713,grp388
usr5714,grp86
usr5714,y,loc2748
usr5715,grp441
usr5715,z,loc4192
usr5716,grp823
usr5716,x,loc3370
usr5717,grp579
usr5718,grp869
usr5718,z,loc1826
usr5719,grp243
usr5720,grp505
usr5721,grp383
usr5721,z,loc4920
usr5722,grp682
usr5723,grp724
usr5723,x,loc2428
usr5724,grp699
usr5725,grp513
usr5725,y,loc2286
usr5726,grp174
usr5726,z,loc3517
usr5727,grp785
usr5728,grp940
usr5728,x,loc1710
usr5729,grp2
usr5730,grp553
usr5731,grp820
usr5731,z,loc41
usr5732,grp782
usr5733,grp725
usr5733,z,loc1722
usr5734,grp927
usr5735,grp504
usr5735,z,loc2254
usr5736,grp114
usr5736,z,loc3453
usr5737,grp548
usr5738,grp319
usr5739,grp923
usr5740,grp565
usr5740,y,loc1370
usr5741,grp160
usr5741,y,loc2984
usr5742,grp868
usr5743,grp967
usr5743,z,loc664
usr5744,grp709
usr5745,grp34
usr5746,grp860
usr5747,grp457
usr5747,y,loc4857
usr5748,grp513
usr5749,grp53
usr5749,x,loc1278
usr5750,grp676
usr5750,x,loc683
usr5751,grp345
usr5751,z,loc2283
usr5752,grp983
usr5752,x,loc4106
usr5753,grp865
usr5753,x,loc751
usr5754,grp10
usr5754,y,loc4851
usr5755,grp845
usr5755,x,loc4221
usr5756,grp719
usr5756,z,loc2388
usr5757,grp482
usr5758,grp533
usr5759,grp161
usr5759,y,loc4017
usr5760,grp933
usr5761,grp801
usr5762,grp4
usr5762,x,loc1330
usr5763,grp721
usr5763,x,loc191
usr5764,grp205
usr5764,z,loc4544
usr5765,grp93
usr5765,x,loc3554
usr5766,grp495
usr5767,grp550
usr5767,x,loc136
usr5768,grp86
usr5769,grp586
usr5769,x,loc68
usr5770,grp514
usr5770,z,loc1580
usr5771,grp259
usr5771,z,loc1566
usr5772,grp628
usr5773,grp981
usr5774,grp738
usr5775,grp736
usr5776,grp880
usr5777,grp289
usr5778,grp25
usr5778,x,loc2819
usr5779,grp671
usr5779,y,loc4443
usr5780,grp85
usr5781,grp89
usr5782,grp670
usr5783,grp105
usr5783,x,loc1734
usr5784,grp39
usr5785,grp802
usr5785,x,loc3060
usr5786,grp917
usr5787,grp159
usr5787,y,loc3940
usr5788,grp252
usr5789,grp175
usr5790,grp859
usr5790,z,loc3424
usr5791,grp845
usr5792,grp650
usr5793,grp922
usr5794,grp724
usr5795,grp999
usr5796,grp354
usr5796,x,loc3640
usr5797,grp101
usr5797,y,loc1602
usr5798,grp963
usr5799,grp420
usr5800,grp652
usr5801,grp106
usr5802,grp527
usr5803,grp960
usr5804,grp401
usr5804,x,loc3253
usr5805,grp311
usr5805,x,loc675
usr5806,grp453
usr5807,grp699
usr5807,z,loc3119
usr5808,grp761
usr5809,grp807
usr5810,grp946
usr5811,grp322
usr5812,grp430
usr5812,z,loc2817
usr5813,grp217
usr5813,z,loc1492
usr5814,grp758
usr5815,grp140
usr5816,grp32
usr5816,y,loc3881
usr5817,grp645
usr5818,grp49
usr5818,z,loc2317
usr5819,grp41
usr5820,grp177
usr5820,y,loc3873
usr5821,grp169
usr5821,x,loc1784
usr5822,grp837
usr5823,grp259
usr5823,y,loc1602
usr5824,grp227
usr5824,y,loc1388
usr5825,grp990
usr5826,grp391
usr5827,grp64
usr5827,x,loc2809
usr5828,grp329
usr5828,x,loc3446
usr5829,grp905
usr5829,z,loc142
usr5830,grp55
usr5831,grp224
usr5831,y,loc2055
usr5832,grp465
usr5833,grp925
usr5834,grp933
usr5835,grp902
usr5835,y,loc2945
usr5836,grp935
usr5837,grp123
